complex_id,complex_nm,trains,station_ct,bcode,stop_lat,stop_lon,tot2007,tot2008,tot2009,tot2010,tot2011,tot2012,tot2013,tot2014,tot2015,tot2016,tot2017,tot2018,tot2019,avwkdy07,avwkdy08,avwkdy09,avwkdy10,avwkdy11,avwkdy12,avwkdy13,avwkdy14,avwkdy15,avwkdy16,avwkdy17,avwkdy18,avwkdy19,avwken07,avwken08,avwken09,avwken10,avwken11,avwken12,avwken13,avwken14,avwken15,avwken16,avwken17,avwken18,avwken19,srv_notes
mn053,5 Av-53 St,E M,1,36061,40.760167,-73.975224,7339012,7488443,6636192,6309404,6519696,6744422,7298061,7543062,7597212,7240517,7111270,7748504,7684091,26411,26667,24027,23239,23970,24727,25939,26761,26955,26566,25746,27612,27934,11552,12570,9567,7228,7897,10344,12815,13416,13438,8340,10450,13355,10529,
mn054,5 Av-59 St,N R W,1,36061,40.764811,-73.973347,5589873,5865430,5582248,5770964,5893657,5941836,5927685,6155019,6017047,5929715,5367130,5136918,4995128,17896,18894,17762,18200,18797,18816,18394,19245,18957,18637,16871,16638,15854,19000,18905,19276,20820,20405,22443,22737,22921,21633,21376,19704,16544,17438,
mn055,50 St,1,1,36061,40.761728,-73.983849,8227633,8042404,7477965,7465528,7647852,7927578,8074270,8450496,8266677,8157242,7751756,8088925,8134360,27141,26187,24388,24636,25062,25930,26192,27251,26927,26362,25932,26268,26712,24314,24823,23187,22083,23577,26513,25883,27848,26084,26277,21338,26010,24475,
mn056,50 St,C E,1,36061,40.762456,-73.985984,5832174,6014215,5543164,5407322,5573587,5714183,6259935,6867521,6826275,6778797,6694422,6441984,6902595,18314,18776,17395,16936,17403,17892,19406,20993,20828,20921,20502,19757,21223,21463,22225,20285,19920,21213,22505,24262,27942,27920,26306,27120,26053,27617,
mn057,57 St,F ,1,36061,40.763972,-73.97745,4473695,4559484,4237742,4510875,4630781,4408190,4520733,4603639,4720245,4821309,4557372,2254820,4550216,15157,15267,13939,14426,15045,14743,15363,15506,15725,15768,15154,7638,14254,11269,12013,12616,15403,14776,13207,11094,11907,13122,14693,13057,5640,16919,x
mn058,57 St-7 Av,N Q R W,1,36061,40.764664,-73.980658,8851888,9132165,8766257,8804794,8613792,8726980,8945751,9314649,9512090,9616547,11300097,11978164,11012550,28494,29393,28121,27958,27497,28044,28159,29414,29976,30311,35390,37870,35078,29501,29795,29515,31281,30018,31343,32616,33579,34519,34509,42436,43040,38340,
mn059,59 St-Columbus Circle,A B C D 1,2,36061,40.768296,-73.981736,20303125,20858197,20418815,20711058,21300892,21599586,22774421,23566961,23299666,23203443,22929203,22991014,23040650,65507,66969,65376,66058,67901,69653,72236,74572,73954,73836,73105,73003,72959,66749,68706,69035,71809,74713,76520,80476,84152,82220,80270,79870,81271,82229,
mn060,66 St-Lincoln Center,1,1,36061,40.77344,-73.982209,7165177,7090347,6714696,6783446,7089390,7367599,7527781,7772308,7790234,7606975,7002620,7196026,7068256,22887,22623,21496,21717,22436,23305,23651,24311,24631,24064,22918,22890,22949,24608,24079,22740,23141,25773,28259,27722,29160,28054,27001,21674,25355,22510,
mn061,68 St-Hunter College,6,1,36061,40.768141,-73.96387,10421267,10558351,10311822,10165641,10481234,10373302,10520477,10545971,10237854,10124694,6998999,6537270,6699711,35708,36269,35323,34984,36026,36109,36562,36208,35640,35068,24456,22757,23430,24852,24032,24550,23909,24888,25112,22699,24694,21588,22104,14682,13871,13702,
mn062,7 Av,B D E,1,36061,40.762862,-73.981637,4274701,4407607,4121196,4136423,4297779,4384090,4744808,5092341,5252615,5162589,5105535,5299531,5508778,14476,14793,13887,14004,14530,14922,15800,16833,17356,17538,17334,17947,18475,10869,11516,10690,10498,11128,11945,13228,14772,15228,12512,12818,13440,14771,
mn063,72 St,1 2 3,1,36061,40.778453,-73.98197,11471075,11868122,11924279,12136784,12784301,13043031,13456906,13375012,13341361,13257766,12749746,12879887,12379560,35330,36311,36287,36900,39180,40271,40853,40639,40506,40450,38957,39477,38061,45573,47590,49356,50672,52465,54346,56182,55681,55779,54054,52456,52267,49597,
mn064,72 St,B C,1,36061,40.775594,-73.97641,2567885,2750338,2670067,2760109,2787379,2832934,2942517,3015722,2979236,2921892,2799974,1382963,2837041,8062,8532,8245,8435,8679,8875,9067,9361,9443,9448,8803,4472,8651,9437,10383,10388,11304,10696,11146,11601,11524,10393,9285,10240,4370,11611,x
mn120,72 St,Q,1,36061,40.768799,-73.958424,,,,,,,,,,,8536209,9068131,9528891,,,,,,,,,,,28145,30253,31585,,,,,,,,,,,25717,25320,27585,x
mn065,77 St,6,1,36061,40.77362,-73.959874,10734505,10954760,10762089,10819466,11163007,11109431,11167386,11454604,11014861,10927200,8276168,7653602,7821286,35200,36182,35288,35579,36607,36846,37182,37521,36797,36103,27584,25369,25996,32905,31609,32858,32841,34741,35034,31629,35140,30244,31824,23424,22083,22223,
mn066,79 St,1,1,36061,40.783934,-73.979917,5548857,5285382,5148529,5113161,5330857,5292422,5438078,5601595,5534255,5371624,5102655,4990840,4745863,16721,16345,15802,15952,16276,16349,16576,16987,16865,16372,15698,15175,14918,23837,20314,20597,19277,22222,22065,22409,23523,22886,21987,20497,20898,17404,
mn067,8 St-New York University,R W,1,36061,40.730328,-73.992629,5398289,5469490,5414133,5474109,5779126,5663358,5379647,5635598,5894747,6030544,5569352,5686332,5434212,16443,16696,16303,16759,17759,17766,16597,17248,17902,18305,16994,17192,16870,22508,22282,23452,22479,23679,22455,21349,23087,24844,25216,23227,24397,21086,
mn068,81 St-Museum of Natural History,B C,1,36061,40.781433,-73.972143,3885270,4073856,4034001,4063020,4116976,4232404,4477625,4561347,4584041,4517912,4328599,4748083,4407607,12036,12484,12370,12374,12685,13119,13663,13935,14129,14140,13313,15383,13420,15097,16227,16156,16794,16543,17404,18407,18592,18041,16569,17293,15247,18175,
mn069,86 St,1,1,36061,40.788644,-73.976218,6244181,6096820,6040177,5910540,6128225,6219513,6333352,6519979,6464625,6359252,5988837,6139911,5659795,19491,19354,18933,18901,19269,19677,19766,20221,20145,19757,18882,19325,18221,23623,21130,22420,20182,22870,23823,23929,25221,24588,24228,21901,22559,18713,
mn070,86 St,4 5 6,1,36061,40.779492,-73.955589,18669644,19432701,18891890,19147021,19425347,19686985,20528208,20735032,20890828,20337593,14277369,13486510,13537308,59958,61897,60254,60965,62214,63550,64741,65634,65948,64793,45882,43169,43282,63111,66932,65665,67545,67526,70146,74891,74502,76054,70271,48187,46269,46648,
mn071,86 St,B C,1,36061,40.785868,-73.968916,3186744,3288494,3139359,3204204,3238616,3300644,3408922,3515551,3474343,3478317,3177707,1734366,3232637,10779,10998,10469,10572,10771,11093,11236,11605,11594,11809,10681,6007,10652,8164,8785,8689,9536,9290,9680,10117,10321,9597,8603,8558,3702,9609,x
mn121,86 St,Q,1,36061,40.777891,-73.951787,,,,,,,,,,,7693260,8075480,8378778,,,,,,,,,,,23722,25455,26307,,,,,,,,,,,30782,29540,31158,x
mn072,96 St,1 2 3,1,36061,40.793919,-73.972323,11285713,11464868,11019564,11526582,11784341,12108040,12582947,13108304,13008596,12700397,11948981,11702401,11628887,35159,35682,34571,35053,36550,37941,38711,39254,39434,38859,37043,36026,35617,42981,43033,40611,48168,46337,48008,50175,57611,54984,51360,46701,46410,47374,
mn073,96 St,6,1,36061,40.785672,-73.95107,7229943,7470326,7391483,7458694,7753114,7708346,7785646,7958453,8294978,8004488,5576058,5151742,5145222,24149,25033,24591,24870,25848,26070,26232,26529,28060,26939,18983,17447,17432,20022,19814,20884,21020,22037,21960,20498,22217,21115,21033,13940,13124,13080,
mn074,96 St,B C,1,36061,40.791642,-73.964696,2419299,2583733,2559373,2731945,2775904,2829949,2979535,3089701,3084906,3044779,2887965,2836643,3038864,8129,8619,8530,9037,9249,9514,9815,10203,10365,10425,9733,9924,10059,6441,7004,7109,8010,7877,8283,8883,9061,8183,7127,7663,5691,8828,
mn122,96 St,Q,1,36061,40.784318,-73.947152,,,,,,,,,,,5445960,6014304,6154837,,,,,,,,,,,17150,19318,19704,,,,,,,,,,,20019,20254,21013,x
mn075,Astor Place,6,1,36061,40.730054,-73.99107,5761704,5877128,5522077,5623822,5571077,5535996,5775276,5751688,5447655,5271496,5245449,5111358,5502925,17642,17927,17376,17630,17632,17607,17914,17803,17274,16806,16377,16031,17180,23553,23977,20185,21114,20420,21020,22486,22557,19413,18199,20081,19118,21108,
mn076,Bowery,J Z,1,36061,40.72028,-73.993915,819021,938115,1051028,1044394,991686,968629,970576,1057000,1184920,1223959,1327970,1275541,1325244,2434,2822,3084,3016,2763,2746,2743,3015,3325,3504,3715,3738,3842,3652,3960,4870,5097,5402,5145,4982,5320,6200,6071,7018,5935,6368,
mn077,Bowling Green,4 5,1,36061,40.704817,-74.014065,7373350,8149442,7931319,7770956,7793614,7990789,9081649,10261064,9153462,8870811,8234513,8251885,8362034,25784,28094,26925,26411,27015,28183,30640,34830,31556,31522,29395,28646,28664,14776,17626,19607,19271,16990,17227,23531,25472,20356,15072,13956,17548,19531,
mn078,Broad St,J Z,1,36061,40.706476,-74.011056,1764904,1866784,1795906,1636627,1473717,1315012,1436506,1662905,1834780,2064292,2056754,1967616,2172223,6846,7199,7052,6401,5746,5261,5635,6525,6865,7279,7130,7050,7710,497,592,89,332,277,95,97,101,1624,3905,4549,3165,3832,x
mn079,Broadway-Lafayette St /Bleecker St,B D F M 6,2,36061,40.725297,-73.996204,10292447,10815409,10439953,11062580,11651990,11792114,12560629,12913327,12666868,12405639,11956465,11414999,12455155,31923,33377,32489,34191,36301,37283,38799,40148,39724,39058,37986,36493,38527,40205,42350,40090,43844,45388,45632,49686,49789,47332,45189,42746,39512,49255,
mn080,Brooklyn Bridge-City Hall /Chambers St,4 5 6 J Z,2,36061,40.713065,-74.004131,9998832,10696528,10669147,10783128,10681037,10650508,10721984,10938927,10481576,10059080,9360484,9060206,9065146,34570,36656,36679,36939,36350,36993,36680,37160,35858,34352,31804,30932,30961,22298,24511,24566,25987,26995,26025,25612,27091,24778,24004,23682,21829,21606,
mn081,Canal St,1,1,36061,40.722854,-74.006277,1646809,1730591,1699577,1720337,1785923,1727415,1787110,1859071,1830920,1801063,1756236,1884371,1984827,5460,5689,5526,5691,5960,5854,6039,6277,6275,6116,5996,6410,6830,4776,5129,5418,5104,5068,4875,4628,4838,4339,4478,4333,4690,4546,
mn082,Canal St,A C E,1,36061,40.720824,-74.005229,5342257,5537713,5331572,5351984,5646937,5612068,5922371,6013138,6011243,5753945,5932386,6160037,6403172,17795,18503,17858,17975,18986,19097,19738,19974,20103,19660,19789,20424,21206,15090,14975,14487,14544,15297,15441,16622,17158,16478,13617,16742,17819,18606,
mn083,Canal St,J N Q R W Z 6,4,36061,40.718803,-74.000193,15965933,16444588,15970032,16007057,15577018,15529659,15227139,15104077,15094135,15274896,16285516,15995877,15861864,45505,47383,46450,46435,45700,45952,44696,44362,44409,45030,47601,47034,47629,80653,79571,75908,77105,73517,73859,70691,69891,69347,69319,76893,74070,68706,
mn084,Cathedral Pkwy-110 St,1,1,36061,40.803967,-73.966847,4225558,4389552,4359005,4220891,4440822,4491643,4557743,4301285,4280482,4160302,3947489,4013259,3703893,12938,13382,13277,13116,13650,13870,13874,13630,13444,12926,12394,12526,11826,17115,17845,17928,16125,18005,18710,18818,15081,15655,15761,14588,15269,12588,
mn085,Cathedral Pkwy-110 St,B C,1,36061,40.800603,-73.958161,1955675,2092340,2038519,2159675,2166542,2207790,2301545,2351549,2376166,2354421,2377135,1168203,2396624,6083,6448,6309,6597,6742,6933,7117,7253,7490,7553,7523,3785,7382,7463,8130,7889,8844,8375,8652,8988,9270,8577,7851,8562,3673,9539,x
mn086,Central Park North-110 St,2 3,1,36061,40.799075,-73.951822,2364377,2428811,2537204,2532019,2724841,2808386,2932790,3110140,3188551,3147750,2963206,2823756,2666985,7376,7678,7927,8098,8472,8751,9130,9559,9865,9855,9233,8815,8470,8903,8475,9435,8509,10541,11305,11087,12384,12369,11542,11292,10634,9296,
mn087,Chambers St,1 2 3,1,36061,40.715478,-74.009266,5240212,5501448,5867390,6273448,6554728,6603287,6755281,6973674,7054771,6948976,6459435,6108641,5941546,18006,18949,20202,21619,22683,23151,23147,23862,23997,23574,22419,21303,20613,12303,12294,13496,14659,14876,15240,16085,16750,17656,17555,14348,12837,12949,
mn088,Chambers St /WTC /Park Pl /Cortlandt,A C E 2 3 R W,4,36061,40.713051,-74.008811,15824723,15889622,14895972,15890868,17099419,17426655,17242942,17589023,19623616,20349660,20927141,21636146,20820549,53900,54437,51423,54032,57923,59982,58923,61076,66165,67906,70356,72396,71970,38849,36370,33079,39838,44102,44734,41395,37342,50939,55875,56454,59443,45802,x
mn089,Christopher St-Sheridan Sq,1,1,36061,40.733422,-74.002906,3457597,3479120,3482575,3454080,3471186,3435088,3433544,3480159,3363949,3307136,3193169,3312074,3412332,10142,10136,10016,10005,10077,10068,10076,10060,9898,9792,9570,9675,10089,16160,16402,17187,16807,17016,16848,16017,16989,15634,14890,14050,15755,15597,
mn090,City Hall,R W,1,36061,40.713282,-74.006978,3081719,3205157,2974836,2790204,2627822,2094122,1560414,1151646,1828806,1977733,2258254,1920070,1710380,10697,11107,10636,9840,8954,7330,5666,4344,6310,6766,7731,6657,6050,6633,6789,4828,5468,6577,4819,2167,892,4077,4685,5505,4183,3122,x
mn093,Delancey St /Essex St,F J M Z,2,36061,40.718315,-73.987437,5833377,6203633,6297228,6745791,7172867,7280936,7759914,7909365,8226975,8458101,8128719,7922586,8861296,18016,19078,19380,20798,22127,22846,23691,24154,24902,25625,24993,24562,26685,22964,24423,25036,26722,28903,28830,31807,32364,34843,35416,32713,30810,38135,
mn094,Dyckman St,1,1,36061,40.860531,-73.925536,2370738,2507617,2406407,2237661,1212678,1231954,2094538,2298848,2317843,2410021,2329753,2263932,2079656,7235,7482,7248,7092,4025,3795,6564,7112,7233,7297,7231,7002,6624,9695,10922,10229,7861,3462,5184,7683,8877,8645,10010,9052,8845,7127,x
mn095,Dyckman St,A ,1,36061,40.865491,-73.927271,1837484,1697915,1681370,1931287,2326780,2344316,2112706,2158170,2244154,2135271,2165366,2037425,2238372,5914,5778,5579,5935,7088,7375,6557,6687,6831,6874,6739,6477,6874,6068,3946,4759,7773,9753,9142,8140,8366,9296,6925,8253,7139,9019,
mn096,East Broadway,F ,1,36061,40.713715,-73.990173,4149390,4281913,4042581,4001149,4057707,4021679,4208654,4379909,4576662,4752739,4458909,4216327,4460330,12964,13321,12783,12779,12993,13052,13276,13720,14228,14654,14365,13868,13995,15436,15945,14319,13593,13851,13734,15077,16041,17418,18482,14803,12494,16305,
mn097,Franklin St,1,1,36061,40.719318,-74.006886,1704179,1740043,1660670,1719780,1777323,1714218,1703889,1745841,1731354,1782203,1700180,1757424,1567005,5846,5857,5596,5804,5998,5931,5825,5867,5825,5984,5809,5943,5370,4012,4512,4365,4549,4718,4279,4093,4656,4617,4762,4171,4544,3711,
mn098,Fulton St,A C J Z 2 3 4 5,4,36061,40.710197,-74.007691,18924944,19813040,18845513,18303963,17971983,17868334,18721694,20102397,21671684,25162937,26838473,27719115,27715365,66293,68975,65635,64287,63203,62779,64461,69444,74676,85440,91771,92990,94607,37889,40273,39214,36149,35143,40109,42662,44299,48634,61805,64620,74524,66211,x
mn099,Grand Central-42 St,S 4 5 6 7,3,36061,40.751776,-73.976848,42981811,44600738,42002971,41903210,42795505,42984249,44893301,46074652,46737564,46121509,44928488,45207849,45745700,149224,153747,144904,144350,147644,150266,153861,157899,160294,158580,154711,155345,157273,92009,97748,94001,95946,97284,99936,105452,108091,109137,104291,103578,103993,105081,
mn100,Grand St,B D,1,36061,40.718267,-73.993753,7562391,7916118,7767488,7746428,7770139,7658249,7994060,8131543,8010864,7942505,7653408,7187070,8024364,22310,23333,23266,23304,23284,23406,23770,24153,24281,24649,24460,23422,24323,34492,35725,33620,33065,34181,32714,35565,36238,33632,29977,26192,22469,33417,
mn101,Harlem-148 St,3,1,36061,40.82388,-73.93647,925233,973522,1003481,989568,1101666,1110842,1171372,1209633,1269910,1220407,1209846,1232448,1120454,3154,3285,3266,3277,3553,3616,3790,3952,4096,4017,3899,4074,3707,2253,2440,3145,2826,3670,3786,3777,3745,4157,3597,4025,3564,3245,
mn102,Houston St,1,1,36061,40.728251,-74.005367,3840225,3905755,3910500,3966857,4225089,4287926,4510538,4562690,4377409,4375993,4326280,4488886,4496793,13606,13705,13606,13908,14814,15247,15736,15878,15286,15333,15283,15698,15685,7041,7526,8293,8112,8587,8851,9365,9686,9088,8717,8341,9224,9359,
mn103,Inwood-207 St,A ,1,36061,40.868072,-73.919899,2537715,2375232,2413925,2747423,3079573,2795992,2897438,2981271,3068931,2904915,2954523,2796626,3150731,8121,8156,8113,8202,8888,8717,8866,9136,9317,9350,9217,8793,9615,8643,5196,6361,12380,15361,11333,11856,12130,12944,9526,11110,10182,13063,
mn104,Lexington Av /59 St,N R W 4 5 6,2,36061,40.762526,-73.967967,19296354,20053574,18924005,19553597,20377141,20628942,21282767,21557198,21407792,21000635,17888188,16955204,16760813,62657,65013,61403,63138,65855,67478,67841,69332,68988,67684,58467,55608,54907,62068,63679,60767,64849,67744,69374,74118,72247,71184,68953,56014,51768,51474,
mn105,Lexington Av-53 St /51 St,E M 6,2,36061,40.757552,-73.969055,20523760,20475053,18618358,18025148,18948032,19280036,20262110,20513370,20479923,19929405,18940774,18585755,18957465,71048,70667,64389,62774,66045,67821,69973,70606,70686,69750,66118,64499,66260,45187,44690,40990,38040,40172,42957,45260,46802,45716,39505,39678,40095,38538,
mn106,Lexington Av-63 St,F Q,1,36061,40.764629,-73.966113,3807931,3951573,3989743,4889704,4722939,4566850,4462467,4479963,4718159,5033950,6389408,6506078,6567634,12991,13488,13425,15816,15616,15639,15404,15493,16098,16988,20893,21394,21574,9238,9275,10576,16221,13981,12191,9928,9863,11517,13089,20030,19510,19925,x
mn107,Marble Hill-225 St,1,1,36061,40.874561,-73.909831,1782958,1907845,1851554,1769012,1476489,1721707,1725406,1846582,1809998,1777035,1726646,1686237,1561844,5434,5718,5586,5570,4758,5380,5456,5766,5732,5636,5473,5433,5075,7304,8177,7821,6336,4845,6846,6079,6879,6343,6137,6168,5578,4878,x
mn108,Prince St,R W,1,36061,40.724329,-73.997702,4827910,4971704,4856796,5146546,5603783,5508110,5209433,5311765,5386641,5314922,4990346,5142727,4342692,13849,14330,13834,14826,16223,16344,15261,15404,15597,15424,14400,14408,12827,24200,24252,24729,25339,27581,25952,24428,25668,26154,25371,24575,27362,19888,
mn109,Rector St,1,1,36061,40.707513,-74.013783,1992921,2281857,2331905,2366733,2636681,3055453,3398383,3393420,3042815,2805381,2861772,2764454,2554523,7386,8072,7983,8165,8902,10065,11323,10869,10625,9788,9453,9005,8471,2082,4008,5463,5285,6852,9776,9328,11503,6098,5566,8509,8725,7297,
mn110,Rector St,R W,1,36061,40.70722,-74.013342,3023850,3051759,2662135,2463933,2413512,2053706,1524110,1116833,1896968,2038348,2213971,2154295,2014996,10296,10479,9487,8588,8083,6912,5362,4127,6157,6524,7092,7185,6926,7443,6937,4427,5276,6669,5985,2917,1252,6066,6972,7654,6003,4644,x
mn111,Roosevelt Island,F ,1,36061,40.759145,-73.95326,1874023,1929468,1875228,2580003,2114468,2026567,1948925,1870476,1966493,2110471,2361627,2269432,2380764,5871,6071,5816,7870,6576,6430,6321,5998,6197,6630,7354,7153,7489,6861,6811,7210,10621,8135,7571,6123,6200,7100,7677,9005,8135,8651,
mn112,South Ferry /Whitehall St,1 R W,2,36061,40.702068,-74.013664,8211970,8658540,8823138,8807719,9073709,8123655,6192660,7116897,8750364,9009136,10205836,10275268,10272682,28007,28948,29284,29014,29583,26576,20405,23017,28809,29534,33019,33797,34033,19702,22861,24550,25871,28410,26929,17996,22932,25555,26858,33326,30605,29278,x
mn113,Spring St,6,1,36061,40.722301,-73.997141,3605195,3735740,3539095,3727534,3887184,3999949,4123703,4169799,3804403,3792870,3701740,3654673,3754272,10509,10877,10603,11132,11729,12153,12257,12327,11543,11390,11019,10822,11230,17260,17717,15447,16555,16949,17778,18557,19054,15934,16329,16643,16649,16680,
mn114,Spring St,C E,1,36061,40.726227,-74.003739,3319086,3399017,3223654,3301437,3589809,3718956,3874428,3965206,3782314,3744702,3637863,3853792,4423135,11101,11488,10893,11249,12097,12604,13136,13319,12914,12775,12360,13054,14756,9189,8614,8355,8179,9562,10489,9874,10639,9150,8974,9190,9871,12373,
mn115,Times Sq-42 St /42 St,N Q R W S 1 2 3 7 A C E,5,36061,40.755983,-73.986229,58506230,60880668,58099313,58422597,60604822,62069437,63617614,65948730,66359208,64531511,64815739,65060656,65020294,181992,189506,181224,182170,189426,195464,197696,204908,206247,202363,203545,204017,205159,223052,227667,217730,220521,228807,239674,242742,251718,253004,234830,239225,240645,234114,
mn116,Wall St,2 3,1,36061,40.706821,-74.0091,7141634,7210267,7103567,6919577,7016078,7034940,7473489,7845023,7650853,7689447,6935020,6452733,6910581,26579,26852,26090,25371,25559,25682,26706,28075,27242,27291,26022,23968,24618,7033,6499,8586,8760,9611,11514,12562,12869,13262,13671,6268,6662,11911,
mn117,Wall St,4 5,1,36061,40.707557,-74.011862,6389005,6554082,6333204,6393591,6526692,6658687,7231884,7437325,6708745,6148384,5704122,5646207,5720475,23107,23357,22358,22551,22986,23992,25078,25619,23595,22211,20420,19745,19994,9428,10807,11857,12254,12756,12233,15682,16810,12913,8953,9579,11423,11694,
mn118,West 4 St-Washington Sq,A B C D E F M,1,36061,40.732338,-74.000495,12249863,12587648,12297799,12295023,12506322,12727443,13533369,13942101,14147148,13955067,13849130,13446383,14063633,36879,38018,37304,37175,37873,39157,40798,41968,42760,42755,41835,40666,41938,53032,53101,51696,52758,54015,54177,58299,60412,60441,56440,59543,57400,62905,
mn091,WTC Cortlandt,1,1,36061,40.711835,-74.012188,0,0,0,0,0,0,0,0,0,0,0,1245455,4232521,0,0,0,0,0,0,0,0,0,0,0,3558,13871,0,0,0,0,0,0,0,0,0,0,0,6274,12688,x
qn001,103 St-Corona Plaza,7,1,36081,40.749865,-73.8627,5396217,5893000,5733398,5831332,6095306,6130376,6314870,6464627,6527196,6504644,6498237,6319564,6399657,16352,18021,17627,17751,18583,18984,19216,19814,20044,20282,20101,19682,19943,22650,23530,22675,24002,25330,25246,26098,25974,26056,24283,25432,23972,24171,
qn002,104 St,A ,1,36081,40.681711,-73.837683,534166,550019,510620,503835,523212,507774,516000,388144,538400,626547,560309,548871,536924,1808,1827,1715,1693,1751,1725,1736,1333,1890,2189,1900,1841,1823,1358,1524,1348,1336,1434,1401,1350,887,1014,1232,1425,1470,1328,x
qn003,104 St,J Z,1,36081,40.695178,-73.84433,722113,765115,771323,760419,782115,755193,779537,827890,841545,850903,502541,456765,774888,2388,2509,2498,2527,2558,2553,2575,2659,2710,2758,1727,1587,2727,2076,2252,2459,2148,2416,2108,2251,2763,2774,2686,1123,951,1489,x
qn004,111 St,7,1,36081,40.75173,-73.855334,3293751,3398514,3417102,3457250,3494533,3473313,3607926,3659225,3699843,3753756,3721445,3608389,3836999,9725,10381,10366,10457,10593,10655,10914,11091,11198,11421,11384,11091,11280,15066,13585,14181,14531,14791,14741,15183,15279,15536,15324,15140,14376,17826,
qn005,111 St,A ,1,36081,40.684331,-73.832163,784560,823229,783299,771073,798886,796622,795820,802831,767647,561857,748813,762641,760163,2678,2770,2666,2618,2711,2728,2718,2815,2727,1947,2571,2596,2620,1888,2116,1909,1930,2017,2102,1902,1558,1303,1192,1754,1872,1705,x
qn006,111 St,J ,1,36081,40.697418,-73.836345,766667,788314,790197,781872,805590,764882,780300,802275,812055,805255,948885,801639,350344,2588,2637,2607,2650,2683,2613,2605,2596,2627,2607,3235,2819,1169,1967,2086,2308,1976,2262,2021,2130,2594,2630,2566,2296,1523,950,x
qn007,121 St,J Z,1,36081,40.700492,-73.828294,569945,618089,651821,663832,694567,664855,688985,766469,788674,794687,337075,391696,675500,1876,2021,2091,2176,2248,2218,2222,2397,2462,2500,1135,1354,2341,1677,1843,2173,2000,2249,1991,2249,2861,2973,2872,858,849,1462,x
qn008,169 St,F ,1,36081,40.71047,-73.793604,2477996,2609045,2607968,2679080,2781001,2759602,2834112,2854274,2858542,2787763,2629975,2497336,2465120,7999,8416,8412,8600,8949,8944,9042,9106,9138,9016,8671,8109,8004,8129,8411,8530,9004,9343,9576,9758,9811,9757,8924,7789,7944,7845,
qn009,21 St,G ,1,36081,40.744065,-73.949724,300359,315835,333612,319984,364597,469173,422616,427353,533529,580065,598061,550464,535536,959,1001,1015,1050,1123,1478,1309,1265,1564,1735,1863,1757,1675,1028,1097,1391,983,1490,1841,1636,1958,2488,2528,2252,1850,2021,x
qn010,21 St-Queensbridge,F ,1,36081,40.754203,-73.942836,2156028,2237998,2354997,2653708,2707275,2654261,2631860,2683624,2884831,3009540,3157675,3340366,3516992,7065,7374,7602,8365,8678,8749,8761,8914,9447,9779,10209,10840,11184,6515,6410,7659,9605,9202,8532,7288,7510,8754,9460,10350,10606,12301,
qn011,30 Av,N W,1,36081,40.766779,-73.921479,4335014,4445528,4311747,4459345,4340888,4622323,4776709,4808350,4745260,4694548,3437709,2373721,5230182,13433,13781,13430,13791,13774,14515,14802,14897,14771,14739,11381,8286,17906,16834,16950,16333,17467,15563,18212,18570,18683,18131,17197,10161,4773,12171,x
qn012,33 St-Rawson St,7,1,36081,40.744587,-73.930997,3433896,3584119,3649228,3729133,3707015,3752701,3899003,3892589,3712153,3636632,3402610,3031465,2907388,12734,13147,13405,13660,13587,13985,14246,14256,13604,13302,12429,11029,10574,3721,4254,4485,4996,4772,4920,5153,4964,4690,4650,4682,4223,4067,
qn013,36 Av,N W,1,36081,40.756804,-73.929575,2297693,2359911,2290524,2354426,2246477,2412794,2462645,2439630,2394564,2343925,1677211,1446827,1933812,7193,7395,7187,7352,7194,7669,7688,7577,7447,7347,5525,5073,6602,8566,8610,8416,8899,7743,9088,9308,9385,9180,8650,5084,2811,4541,x
qn014,36 St,M R,1,36081,40.752039,-73.928781,928673,962391,1060569,1128415,1238985,1257059,1278109,1307054,1339754,1355271,1362430,1513330,1383420,3262,3354,3743,4003,4340,4502,4540,4597,4733,4776,4786,5177,4725,1826,1949,1989,2085,2525,2454,2269,2525,2499,2545,2705,3615,3378,
qn015,39 Av-Dutch Kills,N W,1,36081,40.752882,-73.932755,652674,698572,789295,868691,823763,930291,1012381,1104375,1072026,1016809,979103,665750,761816,2110,2269,2562,2833,2768,3044,3262,3504,3391,3207,3267,2356,2555,2130,2184,2515,2726,2226,3110,3346,3884,3813,3631,2733,1218,1992,x
qn016,40 St-Lowery St,7,1,36081,40.743781,-73.924016,3238060,3364462,3276105,3370172,3378636,3393418,3483507,3496675,3421569,3399567,3261769,3048104,3074342,10513,10725,10433,10620,10751,10919,11100,11211,11053,11089,10624,9954,10028,10366,11409,11324,12260,11926,12122,12069,11750,11090,10421,10309,9434,9550,
qn017,46 St,M R,1,36081,40.756312,-73.913333,3013452,3115423,2911842,2935729,2964965,2978233,3014082,3021219,2956981,2904517,2781811,2711011,2609445,9592,9860,9222,9246,9399,9482,9529,9608,9439,9362,9049,8752,8556,10523,10943,10344,10741,10679,11137,10818,10555,10187,9461,8857,8893,8007,
qn018,46 St-Bliss St,7,1,36081,40.743132,-73.918435,4489751,4706888,4643082,4704924,4683092,4638262,4734334,4695672,4593351,4541003,4303987,4058815,4019044,14145,14561,14273,14389,14479,14499,14656,14634,14413,14335,13614,12828,12702,16373,17999,18419,19099,18496,18491,18380,17715,16827,16110,15447,14549,14372,
