system_code,location_code,location_name,Managed_by_name,location_type_description,Location_Category_Description,Status_descriptions,primary_address_line_1,lon,lat
02M002,M002,P.S. 002 Meyer London,DOE,General Academic,Elementary,Open,122 HENRY STREET,-73.991523,40.712907
02M003,M003,P.S. 003 Charrette School,DOE,General Academic,Elementary,Open,490 HUDSON STREET,-74.005949,40.732603
06M004,M004,P.S. 004 Duke Ellington,DOE,General Academic,Elementary,Open,500 WEST 160 STREET,-73.941594,40.834877
06M005,M005,P.S. 005 Ellen Lurie,DOE,General Academic,Elementary,Open,3703 TENTH AVENUE,-73.922277,40.857633
02M006,M006,P.S. 006 Lillie D. Blake,DOE,General Academic,Elementary,Open,45 EAST  81 STREET,-73.960427,40.777737
04M007,M007,P.S. 007 Samuel Stern,DOE,General Academic,K-8,Open,160 EAST 120 STREET,-73.939374,40.800616
06M008,M008,P.S. 008 Luis Belliard,DOE,General Academic,Elementary,Open,465 WEST 167 STREET,-73.936614,40.839235
03M009,M009,P.S. 009 Sarah Anderson,DOE,General Academic,Elementary,Open,100 WEST  84 STREET,-73.974256,40.785234
05M010,M010,JHS 010 Frederick Douglas,DOE,General Academic,Junior High-Intermediate-Middle,Closed,2581 7TH AVENUE,-73.9371,40.8243
02M011,M011,P.S. 011 William T. Harris,DOE,General Academic,Elementary,Open,320 WEST  21 STREET,-74.000743,40.744186
04M012,M012,Tag Young Scholars,DOE,General Academic,K-8,Open,240 EAST 109 STREET,-73.942285,40.792556
04M013,M013,J.H.S. 013 Jackie Robinson,DOE,General Academic,Junior High-Intermediate-Middle,Closed,1573 MADISON AVENUE,-73.948488,40.793649
01M015,M015,P.S. 015 Roberto Clemente,DOE,General Academic,Elementary,Open,333 EAST  4 STREET,-73.978747,40.722075
02M017,M017,JHS 017 La Salle,DOE,General Academic,Junior High-Intermediate-Middle,Closed,328 WEST  48 STREET,-73.988,40.7614
06M018,M018,P.S. 018 Park Terrace,DOE,General Academic,K-8,Open,4124 9 AVENUE,-73.911732,40.871456
01M019,M019,P.S. 019 Asher Levy,DOE,General Academic,Elementary,Open,185 1 AVENUE,-73.984496,40.730009
01M020,M020,P.S. 020 Anna Silver,DOE,General Academic,Elementary,Open,166 ESSEX STREET,-73.986312,40.721305
06M028,M028,P.S. 028 Wright Brothers,DOE,General Academic,Elementary,Open,475 WEST 155 STREET,-73.942023,40.83163
05M030,M030,P.S. 030 Hernandez/Hughes,DOE,General Academic,Elementary,Open,144-176 EAST 128 STREET,-73.935461,40.805653
02M033,M033,P.S. 033 Chelsea Prep,DOE,General Academic,Elementary,Open,281 9 AVENUE,-74.000238,40.749014
01M034,M034,P.S. 034 Franklin D. Roosevelt,DOE,General Academic,K-8,Open,730 EAST  12 STREET,-73.975058,40.726008
75M035,M035,P.S. 035,DOE,Special Education,K-12 all grades,Open,317 WEST  52ND STREET,-73.985899,40.764129
05M036,M036,P.S. 036 Margaret Douglas,DOE,General Academic,Elementary,Open,123 MORNINGSIDE DRIVE,-73.957409,40.810705
04M037,M037,River East Elementary,DOE,General Academic,Elementary,Open,2351 FIRST AVENUE,-73.93374,40.799265
04M038,M038,P.S. 38 Roberto Clemente,DOE,General Academic,Elementary,Open,232 EAST 103 STREET,-73.944762,40.788668
02M040,M040,P.S. 040 Augustus Saint-Gaudens,DOE,General Academic,Elementary,Open,320 EAST 20TH STREET,-73.981536,40.735328
02M040,M040,P.S. 040 Augustus Saint-Gaudens,DOE,General Academic,Elementary,Open,320 EAST 20TH STREET,-73.981536,40.735328
02M041,M041,P.S. 041 Greenwich Village,DOE,General Academic,Elementary,Open,116 WEST  11 STREET,-73.999094,40.73545
02M042,M042,P.S. 042 Benjamin Altman,DOE,General Academic,Elementary,Open,71 HESTER STREET,-73.990826,40.716126
03M044,M044,J.H.S. M044 William J. O'Shea,DOE,General Academic,Junior High-Intermediate-Middle,Closed,100 WEST  77 STREET,-73.977602,40.780536
04M045,M045,M.S. 45/S.T.A.R.S. Prep Academy,DOE,General Academic,Junior High-Intermediate-Middle,Closed,2351 1ST AVENUE,-73.93374,40.799265
05M046,M046,P.S. 046 Arthur Tappan,DOE,General Academic,K-8,Open,2987 FREDERICK DOUGLASS BOULEVARD,-73.9363,40.8304
02M047,M047,47 The American Sign Language and English Secondar,DOE,Special Education,High school,Open,223 EAST 23 STREET,-73.981329,40.738374
06M048,M048,P.S. 048 P.O. Michael J. Buczek,DOE,General Academic,Elementary,Open,4360-78 BROADWAY,-73.933629,40.853193
04M050,M050,P.S. 050 Vito Marcantonio,DOE,General Academic,K-8,Closed,433 EAST 100 STREET,-73.940919,40.785559
02M051,M051,P.S. 051 Elias Howe,DOE,General Academic,Elementary,Open,525 WEST 44TH STREET,-73.995825,40.761487
06M052,M052,Harold O. Levy School,DOE,General Academic,Junior High-Intermediate-Middle,Open,650 ACADEMY STREET,-73.925464,40.865556
03M054,M054,J.H.S. 054 Booker T. Washington,DOE,General Academic,Junior High-Intermediate-Middle,Open,103 WEST 107 STREET,-73.96327,40.8007
01M056,M056,JHS 056 Corlears,DOE,General Academic,Junior High-Intermediate-Middle,Closed,220 HENRY STREET,-73.9863,40.7137
04M057,M057,James Weldon Johnson,DOE,General Academic,K-8,Open,176 EAST 115 STREET,-73.941598,40.797205
02M059,M059,P.S. 059 Beekman Hill International,DOE,General Academic,Elementary,Open,231-249 EAST 56 STREET,-73.967204,40.759248
01M063,M063,The STAR Academy - P.S.63,DOE,General Academic,Elementary,Open,121 EAST  3 STREET,-73.986214,40.72444
01M064,M064,P.S. 064 Robert Simon,DOE,General Academic,Elementary,Open,600 EAST  6 STREET,-73.981597,40.72313
84M065,M065,Democracy Prep Endurance Charter School,Charter,General Academic,Secondary School,Open,250 WEST 127 STREET,-73.948902,40.810499
84M068,M068,KIPP Washington Heights Middle School,Charter,General Academic,K-12 all grades,Open,21 JUMEL PLACE,-73.935815,40.839139
04M072,M072,The Lexington Academy,DOE,General Academic,K-8,Open,131 EAST 104 STREET,-73.94745,40.791444
03M075,M075,P.S. 075 Emily Dickinson,DOE,General Academic,Elementary,Open,735 WEST END AVENUE,-73.973996,40.795109
03M076,M076,P.S. 076 A. Philip Randolph,DOE,General Academic,K-8,Open,220 WEST 121 STREET,-73.951451,40.806534
02M077,M077,P.S. 77 Lower Lab School,DOE,General Academic,Elementary,Open,1700 3 AVENUE,-73.95042,40.785018
75M079,M079,P.S. M079 - Horan School,DOE,Special Education,Secondary School,Open,55 EAST 120 STREET,-73.942009,40.802547
84M080,M080,Manhattan Charter School II,Charter,General Academic,Elementary,Open,220 HENRY STREET,-73.986051,40.713362
04M083,M083,P.S. 083 Luis Munoz Rivera,DOE,General Academic,Elementary,Open,219 EAST 109 STREET,-73.941955,40.793363
03M084,M084,P.S. 084 Lillian Weber,DOE,General Academic,Elementary,Open,32 WEST  92 STREET,-73.968419,40.789479
84M085,M085,Global Community Charter School,Charter,General Academic,Elementary,Open,2350 5TH AVENUE,-73.934951,40.81698
03M087,M087,P.S. 087 William Sherman,DOE,General Academic,Elementary,Open,160 WEST  78 STREET,-73.97802,40.78171
85M088,M088,JHS 088 Wadleigh,DOE,General Academic,Junior High-Intermediate-Middle,Closed,215 WEST 114 STREET,-73.9542,40.8022
02M089,M089,P.S. 89,DOE,General Academic,Elementary,Open,201 WARREN STREET,-74.013967,40.71701
06M090,M090,I S 090 Mirabel Sisters,DOE,General Academic,Junior High-Intermediate-Middle,Closed,21 JUMEL PLACE,-73.9362,40.8393
05M092,M092,P.S. 092 Mary McLeod Bethune,DOE,General Academic,Elementary,Open,222 WEST 134 STREET,-73.945838,40.814917
75M094,M094,P.S. M094,DOE,Special Education,K-12 all grades,Open,55 BATTERY PLACE,-74.017456,40.706384
04M096,M096,P.S. 096 Joseph Lanzetta,DOE,General Academic,K-8,Open,216 EAST 120 STREET,-73.937179,40.79969
06M098,M098,P.S. 098 Shorac Kappock,DOE,General Academic,Elementary,Open,512 WEST 212 STREET,-73.917814,40.867741
04M099,M099,JHS 099,DOE,General Academic,Junior High-Intermediate-Middle,Closed,410 EAST 100 STREET,-73.9425,40.7856
84M100,M100,Neighborhood Charter School of Harlem,Charter,General Academic,K-8,Open,691 St Nicholas Avenue,-73.945427,40.823676
04M101,M101,P.S. 101 Andrew Draper,DOE,General Academic,Junior High-Intermediate-Middle,Closed,141 EAST 111 STREET,-73.944546,40.796098
04M102,M102,P.S. 102 Jacques Cartier,DOE,General Academic,Elementary,Open,315 EAST 113 STREET,-73.938418,40.795
06M103,M103,Dos Puentes Elementary School,DOE,General Academic,Elementary,Open,185 WADSWORTH AVENUE,-73.933964,40.850561
02M104,M104,J.H.S. 104 Simon Baruch,DOE,General Academic,Junior High-Intermediate-Middle,Open,330 EAST  21 STREET,-73.981034,40.735879
04M108,M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,DOE,General Academic,K-8,Open,1615 MADISON AVENUE,-73.947855,40.795032
04M109,M109,PS 109 Century,DOE,General Academic,Elementary,Closed,410 EAST 100 STREET,-73.9425,40.7856
01M110,M110,P.S. 110 Florence Nightingale,DOE,General Academic,Elementary,Open,285 DELANCY STREET,-73.9798,40.7162
02M111,M111,P.S. 111 Adolph S. Ochs,DOE,General Academic,Elementary,Open,440 WEST  53 STREET,-73.989776,40.76588
04M112,M112,P.S. 112 Jose Celso Barbosa,DOE,General Academic,Early Childhood,Open,535 EAST 119 STREET,-73.930528,40.796889
02M114,M114,East Side Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,331 EAST 91ST STREET,-73.947379,40.780452
06M115,M115,P.S. 115 Alexander Humboldt,DOE,General Academic,Elementary,Open,586 WEST 177 STREET,-73.93514,40.846116
02M116,M116,P.S. 116 Mary Lindley Murray,DOE,General Academic,Elementary,Open,210 EAST  33 STREET,-73.977906,40.744511
04M117,M117,Tito Puente Education Complex,DOE,General Academic,Junior High-Intermediate-Middle,Closed,240 EAST 109 STREET,-73.942285,40.792556
05M123,M123,P.S. 123 Mahalia Jackson,DOE,General Academic,K-8,Open,301 WEST 140 STREET,-73.944551,40.820216
02M124,M124,P.S. 124 Yung Wing,DOE,General Academic,Elementary,Open,40 DIVISION STREET,-73.996017,40.715097
05M125,M125,P.S. 125 Ralph Bunche,DOE,General Academic,Elementary,Open,425 WEST 123 STREET,-73.955722,40.810793
05M125,M125,P.S. 125 Ralph Bunche,DOE,General Academic,Elementary,Open,425 WEST 123 STREET,-73.955722,40.810793
02M126,M126,P.S. 126 Jacob August Riis,DOE,General Academic,K-8,Open,80 CATHERINE STREET,-73.99742,40.710651
06M128,M128,P.S. 128 Audubon,DOE,General Academic,Elementary,Open,560 WEST 169 STREET,-73.938701,40.841032
05M129,M129,P.S. 129 John H. Finley,DOE,General Academic,K-8,Open,425 WEST 130 STREET,-73.95202,40.814914
02M130,M130,P.S. 130 Hernando De Soto,DOE,General Academic,Elementary,Open,143 BAXTER STREET,-73.998326,40.71866
02M131,M131,M.S. 131,DOE,General Academic,Junior High-Intermediate-Middle,Open,100 HESTER STREET,-73.993607,40.716231
06M132,M132,P.S. 132 Juan Pablo Duarte,DOE,General Academic,Elementary,Open,185 WADSWORTH AVENUE,-73.933964,40.850561
05M133,M133,P.S. 133 Fred R Moore,DOE,General Academic,Elementary,Open,2121 5 AVENUE,-73.939178,40.809665
01M134,M134,P.S. 134 Henrietta Szold,DOE,General Academic,Elementary,Open,293 EAST BROADWAY,-73.983854,40.714248
02M135,M135,The Urban Assembly School for Emergency Management,DOE,Career Technical,High school,Open,411 PEARL STREET,-74.000851,40.711441
01M137,M137,P.S. 137 John L. Bernstein,DOE,General Academic,Elementary,Closed,293 EAST BROADWAY,-73.983854,40.714248
75M138,M138,P.S. 138,DOE,Special Education,K-12 all grades,Open,144-176 EAST 128 STREET,-73.935461,40.805653
02M139,M139,Stephen T. Mather Building Arts & Craftsmanship Hi,DOE,Career Technical,High school,Open,439 WEST 49TH STREET,-73.990318,40.763655
01M140,M140,P.S. 140 Nathan Straus,DOE,General Academic,K-8,Open,123 RIDGE STREET,-73.983769,40.719148
01M142,M142,P.S. 142 Amalia Castro,DOE,General Academic,Elementary,Open,100 ATTORNEY STREET,-73.984116,40.718121
06M143,M143,J.H.S. 143 Eleanor Roosevelt,DOE,General Academic,Junior High-Intermediate-Middle,Open,511 WEST 182ND STREET,-73.930991,40.849311
03M145,M145,"P.S. 145, The Bloomingdale School",DOE,General Academic,Elementary,Open,150 WEST 105 STREET,-73.965611,40.799098
04M146,M146,P.S. 146 Ann M. Short,DOE,General Academic,Elementary,Open,421 EAST 106 STREET,-73.938727,40.789535
05M148,M148,Eagle Academy for Young Men of Harlem,DOE,General Academic,Secondary School,Open,6 EDGECOMBE AVENUE,-73.947151,40.817228
03M149,M149,P.S. 149 Sojourner Truth,DOE,General Academic,K-8,Open,41 WEST 117 STREET,-73.948088,40.802649
02M150,M150,P.S. 150,DOE,General Academic,Elementary,Open,334 GREENWICH STREET,-74.01088,40.71953
02M151,M151,Yorkville Community School,DOE,General Academic,Elementary,Open,421 EAST  88 STREET,-73.947287,40.777948
06M152,M152,P.S. 152 Dyckman Valley,DOE,General Academic,Elementary,Open,93 NAGLE AVENUE,-73.927578,40.859804
06M153,M153,P.S. 153 Adam Clayton Powell,DOE,General Academic,Elementary,Open,1750 AMSTERDAM AVENUE,-73.947599,40.826514
05M154,M154,P.S. 154 Harriet Tubman,DOE,General Academic,Elementary,Open,250 WEST 127 STREET,-73.948902,40.810499
04M155,M155,P.S. 155 William Paca,DOE,General Academic,Elementary,Open,319 EAST 117 STREET,-73.935895,40.797507
05M157,M157,The Urban Assembly School for Global Commerce,DOE,Career Technical,High school,Open,2005 MADISON AVENUE,-73.938714,40.807019
02M158,M158,P.S. 158 Bayard Taylor,DOE,General Academic,Elementary,Open,1458 YORK AVENUE,-73.950745,40.770215
05M161,M161,P.S. 161 Pedro Albizu Campos,DOE,General Academic,K-8,Open,499 WEST 133 STREET,-73.952476,40.817719
75M162,M162,PS 162m,DOE,Special Education,Ungraded,Closed,34 WEST 118 STREET,-73.9467,40.8025
03M163,M163,P.S. 163 Alfred E. Smith,DOE,General Academic,Elementary,Open,163 WEST  97 STREET,-73.96847,40.795163
06M164,M164,JHS 164 Edward W Stitt,DOE,General Academic,Junior High-Intermediate-Middle,Closed,401 WEST 164 STREET,-73.9373,40.8366
03M165,M165,P.S. 165 Robert E. Simon,DOE,General Academic,K-8,Open,234 WEST 109 STREET,-73.965949,40.802653
03M166,M166,P.S. 166 The Richard Rodgers School of The Arts an,DOE,General Academic,Elementary,Open,132 WEST  89 STREET,-73.972557,40.788925
02M167,M167,J.H.S. 167 Robert F. Wagner,DOE,General Academic,Junior High-Intermediate-Middle,Open,220 EAST  76 STREET,-73.957827,40.771541
84M168,M168,East Harlem Scholars Academy Charter School II,Charter,General Academic,Elementary,Open,1573 MADISON AVENUE,-73.948488,40.793649
75M169,M169,P.S. M169 - Robert F. Kennedy,DOE,Special Education,K-12 all grades,Open,110 EAST  88 STREET,-73.955594,40.780798
84M170,M170,Success Academy Hell's Kitchen (Manhattan 2),Charter,General Academic,Elementary,Open,439 WEST 49TH STREET,-73.990318,40.763655
04M171,M171,P.S. 171 Patrick Henry,DOE,General Academic,K-8,Open,19 EAST 103 STREET,-73.951425,40.792302
05M172,M172,Powell M.S. for Law & Social Justice,DOE,General Academic,Junior High-Intermediate-Middle,Closed,509 WEST 129 STREET,-73.9553,40.8153
06M173,M173,P.S. 173,DOE,General Academic,Elementary,Open,306 FORT WASHINGTON AVENUE,-73.939785,40.845459
84M174,M174,Success Academy Union Square (Manhattan 1),Charter,General Academic,K-8,Open,40 IRVING PLACE,-73.987064,40.735361
05M175,M175,P.S. 175 Henry H Garnet,DOE,General Academic,Elementary,Open,175 WEST 134 STREET,-73.942706,40.814388
06M176,M176,PS 176,DOE,General Academic,Elementary,Closed,4862 BROADWAY,-73.924,40.8667
02M177,M177,Yorkville East Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,1458 YORK AVENUE,-73.950745,40.770215
06M178,M178,Professor Juan Bosch Public School,DOE,General Academic,Elementary,Open,12-18 ELLWOOD STREET,-73.928301,40.85924
03M180,M180,P.S. 180 Hugo Newman,DOE,General Academic,K-8,Open,370 WEST 120TH STREET,-73.955861,40.80757
04M182,M182,The Bilingual Bicultural School,DOE,General Academic,Elementary,Open,219 EAST 109 STREET,-73.941955,40.793363
02M183,M183,P.S. 183 Robert L. Stevenson,DOE,General Academic,Elementary,Open,419 EAST  66 STREET,-73.957731,40.763804
01M184,M184,P.S. 184m Shuang Wen,DOE,General Academic,K-8,Open,327 CHERRY STREET,-73.985438,40.711125
03M185,M185,The Locke School of Arts and Engineering,DOE,General Academic,Elementary,Open,20 WEST 112 STREET,-73.950146,40.798461
84M186,M186,Harlem Hebrew Language Charter School,Charter,General Academic,Elementary,Open,147 SAINT NICHOLAS AVENUE,-73.952751,40.804559
06M187,M187,P.S./I.S. 187 Hudson Cliffs,DOE,General Academic,K-8,Open,349 CABRINI BOULEVARD,-73.93684,40.856239
01M188,M188,P.S. 188 The Island School,DOE,General Academic,K-8,Open,442 EAST HOUSTON STREET,-73.97738,40.719888
06M189,M189,P.S. 189,DOE,General Academic,Elementary,Open,2580 AMSTERDAM AVENUE,-73.928048,40.853045
03M191,M191,The Riverside School for Makers and Artists,DOE,General Academic,K-8,Open,300 WEST 61ST STREET,-73.990902,40.7722
06M192,M192,P.S. 192 Jacob H. Schiff,DOE,General Academic,Elementary,Open,500 WEST 138 STREET,-73.952023,40.82051
05M194,M194,P.S. 194 Countee Cullen,DOE,General Academic,Elementary,Open,244 WEST 144 STREET,-73.941111,40.821208
05M195,M195,I.S. 195 Roberto Clemente,DOE,General Academic,Junior High-Intermediate-Middle,Closed,625 WEST 133 STREET,-73.956814,40.819793
01M196,M196,PS 196 Umbrella,DOE,General Academic,Elementary,Closed,442 EAST HOUSTON STREET,-73.9777,40.7195
05M197,M197,P.S. 197 John B. Russwurm,DOE,General Academic,Elementary,Open,2230 5 AVENUE,-73.938347,40.813532
02M198,M198,P.S. 198 Isador E. Ida Straus,DOE,General Academic,Elementary,Open,1700 3 AVENUE,-73.95042,40.785018
