system_code,location_code,location_name,Managed_by_name,location_type_description,Location_Category_Description,Status_descriptions,primary_address_line_1,lon,lat
02M620,M620,Norman Thomas High School,DOE,General Academic,High school,Closed,111 EAST  33RD STREET,-73.98107,40.74651
02M625,M625,High School of Graphic Communication Arts,DOE,Career Technical,High school,Closed,439 WEST 49TH STREET,-73.990318,40.763655
02M630,M630,Art and Design High School,DOE,Career Technical,High school,Open,231-249 EAST 56 STREET,-73.967204,40.759248
04M635,M635,Academy of Environmental Science Secondary High Sc,DOE,General Academic,Secondary School,Closed,410 EAST 100 STREET,-73.942154,40.785107
01M650,M650,Cascades High School,DOE,Transfer School,High school,Open,198 FORSYTH STREET,-73.990468,40.722415
02M655,M655,Life Sciences Secondary School,DOE,General Academic,Secondary School,Open,320 EAST  96 STREET,-73.945933,40.783286
05M670,M670,Thurgood Marshall Academy for Learning and Social,DOE,General Academic,Secondary School,Open,200-214 WEST 135TH STREET,-73.944299,40.815237
04M680,M680,"Heritage School, The",DOE,General Academic,High school,Open,1680 LEXINGTON AVENUE,-73.946879,40.791966
05M685,M685,Bread & Roses Integrated Arts High School,DOE,General Academic,High school,Closed,6 EDGECOMBE AVENUE,-73.947151,40.817228
02M690,M690,School for the Physical City High School,DOE,General Academic,High school,Closed,34 WEST  14 STREET,-73.995731,40.736416
05M692,M692,"High School for Mathematics, Science and Engineeri",DOE,General Academic,High school,Open,240 CONVENT AVE,-73.950354,40.820208
04M695,M695,Urban Peace Academy,DOE,General Academic,High school,Closed,2351 1ST AVENUE,-73.93374,40.799265
01M696,M696,Bard High School Early College,DOE,General Academic,High school,Open,525 EAST HOUSTON STREET,-73.976093,40.718276
84M701,M701,J A Reisenbach Charter School,Charter,General Academic,Collaborative or Multi-graded,Closed,257 WEST 117 STREET,-73.9538,40.8047
84M702,M702,Sisulu-Walker Charter School of Harlem,Charter,General Academic,Elementary,Open,125 WEST 115 STREET,-73.951357,40.802096
84M704,M704,Harbor Science and Arts Charter School,Charter,General Academic,K-8,Open,132 EAST 111 STREET,-73.944449,40.795404
84M705,M705,Amber Charter School,Charter,General Academic,Elementary,Open,220 EAST 106 STREET,-73.943904,40.790932
84M707,M707,John V. Lindsay Wildcat Academy Charter School,Charter,Transfer School,High school,Open,17 BATTERY PLACE,-74.015837,40.705605
84M708,M708,Harlem Prep Charter School,Charter,General Academic,K-12 all grades,Open,240 EAST 123 STREET,-73.935335,40.801547
84M709,M709,Harlem Village Academy West Charter School,Charter,General Academic,K-12 all grades,Open,244 WEST 144 STREET,-73.941111,40.821208
75M721,M721,P.S. M721 - Manhattan Occupational Training Center,DOE,Special Education,Secondary School,Open,250 WEST HOUSTON STREET,-74.006155,40.729052
75M721,M721,P.S. M721 - Manhattan Occupational Training Center,DOE,Special Education,Secondary School,Open,250 WEST HOUSTON STREET,-74.006155,40.729052
84M726,M726,KIPP STAR College Prep Charter School,Charter,General Academic,K-12 all grades,Open,433 WEST 123 STREET,-73.955722,40.810793
84M726,M726,KIPP STAR College Prep Charter School,Charter,General Academic,K-12 all grades,Open,433 WEST 123 STREET,-73.955722,40.810793
75M751,M751,Manhattan School for Career Development,DOE,Special Education,High school,Open,113 EAST  4TH STREET,-73.987791,40.725892
75M811,M811,P.S. M811 - Mickey Mantle School,DOE,Special Education,K-8,Open,466 WEST END AVENUE,-73.979217,40.78633
04M825,M825,Isaac Newton Middle School for Math & Science,DOE,General Academic,Junior High-Intermediate-Middle,Open,260 PLEASANT AVENUE,-73.932868,40.794184
01M839,M839,Tompkins Square Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,600 EAST  6 STREET,-73.981597,40.72313
03M859,M859,Special Music School,DOE,General Academic,K-12 all grades,Open,129 WEST  67 STREET,-73.982976,40.775256
03M860,M860,Frederick Douglass Academy II Secondary School,DOE,General Academic,Secondary School,Open,215 WEST 114 STREET,-73.954152,40.80261
84M861,M861,Future Leaders Institute Charter School,Charter,General Academic,K-8,Open,134 WEST 122 STREET,-73.948385,40.806055
03M862,M862,Mott Hall II,DOE,General Academic,Junior High-Intermediate-Middle,Open,234 WEST 109 STREET,-73.965949,40.802653
02M896,M896,Lower Manhattan Community Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,26 BROADWAY,-74.013303,40.705688
02M896,M896,Lower Manhattan Community Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,26 BROADWAY,-74.013303,40.705688
02M933,M933,City Knoll Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,440 WEST  53 STREET,-73.989776,40.76588
04M964,M964,Central Park East II,DOE,General Academic,K-8,Open,433 EAST 100 STREET,-73.940919,40.785559
30Q002,Q002,P.S. 002 Alfred Zimberg,DOE,General Academic,Elementary,Open,75-10 21 AVENUE,-73.894108,40.769798
75Q004,Q004,P.S. Q004,DOE,Special Education,K-8,Open,196-25 PECK AVENUE,-73.778118,40.7417
24Q005,Q005,I.S. 5 - The Walter Crowley Intermediate School,DOE,General Academic,Junior High-Intermediate-Middle,Open,50-40 JACOBUS STREET,-73.888133,40.737405
24Q007,Q007,P.S. 007 Louis F. Simeone,DOE,General Academic,Elementary,Open,80-55 CORNISH AVENUE,-73.882446,40.739644
28Q008,Q008,J.H.S. 008 Richard S. Grossley,DOE,General Academic,Junior High-Intermediate-Middle,Open,108-35 167 STREET,-73.786403,40.69691
75Q009,Q009,P.S. 009,DOE,Special Education,K-8,Open,58-74 57 STREET,-73.912458,40.718234
30Q010,Q010,I.S. 010 Horace Greeley,DOE,General Academic,Junior High-Intermediate-Middle,Open,45-11 31ST AVE,-73.911962,40.760122
30Q011,Q011,P.S. 011 Kathryn Phelan,DOE,General Academic,Elementary,Open,54-25 SKILLMAN AVENUE,-73.909032,40.746127
24Q012,Q012,P.S. 012 James B. Colgate,DOE,General Academic,Elementary,Open,42-00 72 STREET,-73.893466,40.742284
24Q013,Q013,P.S. 013 Clement C. Moore,DOE,General Academic,Elementary,Open,55-01 94 STREET,-73.867662,40.737441
24Q014,Q014,P.S. 014 Fairview,DOE,General Academic,Elementary,Open,107-01 OTIS AVENUE,-73.85457,40.74102
29Q015,Q015,P.S. 015 Jackie Robinson,DOE,General Academic,Elementary,Open,121-15 LUCAS STREET,-73.756546,40.68605
24Q016,Q016,P.S. Q016 The Nancy DeBenedittis School,DOE,General Academic,Elementary,Open,41-15 104 STREET,-73.860547,40.748996
30Q017,Q017,P.S. 017 Henry David Thoreau,DOE,General Academic,Elementary,Open,28-37 29 STREET,-73.922544,40.768034
26Q018,Q018,P.S. 018 Winchester,DOE,General Academic,Elementary,Open,86-35 235 COURT,-73.73229,40.731853
24Q019,Q019,P.S. 019 Marino Jeantet,DOE,General Academic,Elementary,Open,98-02 ROOSEVELT AVENUE,-73.866557,40.7486
25Q020,Q020,P.S. 020 John Bowne,DOE,General Academic,Elementary,Open,142-30 BARCLAY AVENUE,-73.824388,40.758347
25Q021,Q021,P.S. 021 Edward Hart,DOE,General Academic,Elementary,Open,147-36 26 AVENUE,-73.818581,40.774134
25Q022,Q022,P.S. 022 Thomas Jefferson,DOE,General Academic,Elementary,Open,153-33 SANFORD AVENUE,-73.811373,40.761744
75Q023,Q023,P.S. Q023 @ Queens Children Center,DOE,Special Education,K-12 all grades,Open,74-03 COMMONWEALTH BOULEVARD,-73.723644,40.747914
25Q024,Q024,P.S. 024 Andrew Jackson,DOE,General Academic,Elementary,Open,45-57 UNION STREET,-73.8181,40.751972
25Q024,Q024,P.S. 024 Andrew Jackson,DOE,General Academic,Elementary,Open,45-57 UNION STREET,-73.8181,40.751972
25Q025,Q025,I.S. 025 Adrien Block,DOE,General Academic,Junior High-Intermediate-Middle,Open,34-65 192 STREET,-73.789365,40.764884
26Q026,Q026,P.S. 026 Rufus King,DOE,General Academic,Elementary,Open,195-02 69 AVENUE,-73.777607,40.735935
24Q028,Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,DOE,General Academic,Early Childhood,Open,109-10 47 AVENUE,-73.854268,40.747017
25Q029,Q029,P.S. 029 Queens,DOE,General Academic,Elementary,Open,125-10 23 AVENUE,-73.842967,40.778029
28Q030,Q030,P.S. 030 Queens,DOE,General Academic,Elementary,Closed,126-10 BEDELL STREET,-73.774668,40.679843
26Q031,Q031,P.S. 031 Bayside,DOE,General Academic,Elementary,Open,211-45 46 ROAD,-73.768994,40.757701
25Q032,Q032,P.S. 032 State Street,DOE,General Academic,Elementary,Open,171-11 35 AVENUE,-73.794323,40.765459
29Q033,Q033,P.S. 033 Edward M. Funk,DOE,General Academic,Elementary,Open,91-37 222 STREET,-73.734102,40.727172
29Q034,Q034,P.S. 034 John Harvard,DOE,General Academic,Elementary,Open,104-12 SPRINGFIELD BOULEVARD,-73.737702,40.710986
29Q035,Q035,P.S. 035 Nathaniel Woodhull,DOE,General Academic,Elementary,Open,191-02 90 AVENUE,-73.768894,40.713438
29Q036,Q036,P.S. 036 Saint Albans School,DOE,General Academic,Elementary,Open,187-01 FOCH BOULEVARD,-73.764081,40.691306
29Q037,Q037,Cynthia Jenkins School,DOE,General Academic,Elementary,Open,179-37 137 AVENUE,-73.758778,40.676201
29Q038,Q038,P.S. 038 Rosedale,DOE,General Academic,Elementary,Open,135-21 241 STREET,-73.733774,40.67115
28Q040,Q040,P.S. 040 Samuel Huntington,DOE,General Academic,Elementary,Open,109-20 UNION HALL STREET,-73.790975,40.693559
26Q041,Q041,P.S. 041 Crocheron,DOE,General Academic,Elementary,Open,214-43 35 AVENUE,-73.771225,40.770155
27Q042,Q042,P.S./M.S 042 R. Vernam,DOE,General Academic,K-8,Open,488 BEACH  66 STREET,-73.794804,40.594358
27Q043,Q043,P.S. 043,DOE,General Academic,K-8,Open,160 BEACH  29 STREET,-73.761086,40.59348
27Q045,Q045,P.S. 045 Clarence Witherspoon,DOE,General Academic,Elementary,Open,126-28 150 STREET,-73.788866,40.671871
26Q046,Q046,P.S. 046 Alley Pond,DOE,General Academic,Elementary,Open,64-45 218 STREET,-73.758042,40.745744
27Q047,Q047,P.S. 047 Chris Galas,DOE,General Academic,K-8,Open,9 POWER ROAD,-73.821089,40.606476
28Q048,Q048,P.S. 048 William Wordsworth,DOE,General Academic,Elementary,Open,108-29 155 STREET,-73.796358,40.693736
24Q049,Q049,P.S. 049 Dorothy Bonawit Kole,DOE,General Academic,K-8,Open,63-60 80th Street,-73.875493,40.719567
28Q050,Q050,P.S. 050 Talfourd Lawn Elementary School,DOE,General Academic,Elementary,Open,143-26 101 AVENUE,-73.806842,40.694868
27Q051,Q051,P.S. 051,DOE,General Academic,Early Childhood,Open,87-45 117 STREET,-73.831532,40.698286
29Q052,Q052,P.S. 052 Queens,DOE,General Academic,Elementary,Open,178-37 146 TERRACE,-73.767161,40.661427
84X177,X177,Mott Hall Charter School,Charter,General Academic,Junior High-Intermediate-Middle,Open,1260 FRANKLIN AVENUE,-73.901859,40.83093
27Q053,Q053,M.S. 053 Brian Piccolo,DOE,General Academic,Junior High-Intermediate-Middle,Open,10-45 NAMEOKE STREET,-73.749891,40.604019
28Q054,Q054,P.S. 054 Hillside,DOE,General Academic,Elementary,Open,86-02 127 STREET,-73.824629,40.702656
28Q055,Q055,P.S. 055 Maure,DOE,General Academic,Elementary,Open,131-10 97 AVENUE,-73.816156,40.69361
27Q056,Q056,P.S. 056 Harry Eichler,DOE,General Academic,Elementary,Open,86-10 114 STREET,-73.835735,40.698989
24Q058,Q058,P.S. 58 - The School of Heroes,DOE,General Academic,Elementary,Open,72-24 GRAND AVENUE,-73.890638,40.728517
29Q059,Q059,I.S. 059 Springfield Gardens,DOE,General Academic,Junior High-Intermediate-Middle,Open,132-55 RIDGEDALE STREET,-73.752772,40.681881
27Q060,Q060,P.S. 060 Woodhaven,DOE,General Academic,Elementary,Open,91-02 88 AVENUE,-73.852792,40.691467
24Q061,Q061,I.S. 061 Leonardo Da Vinci,DOE,General Academic,Junior High-Intermediate-Middle,Open,98-50 50 AVENUE,-73.862886,40.741898
27Q062,Q062,P. S. 62 - Chester Park School,DOE,General Academic,Elementary,Open,97-25 108 STREET,-73.835567,40.688359
27Q063,Q063,P.S. 063 Old South,DOE,General Academic,Elementary,Open,90-15 SUTTER AVENUE,-73.846796,40.676978
27Q064,Q064,P.S. 064 Joseph P. Addabbo,DOE,General Academic,Elementary,Open,82-01 101 AVENUE,-73.856956,40.681901
27Q065,Q065,P.S. 65 - The Raymond York Elementary School,DOE,General Academic,Elementary,Open,103-22 99 STREET,-73.841675,40.682293
27Q066,Q066,P.S. 066 Jacqueline Kennedy Onassis,DOE,General Academic,Elementary,Open,85-11 102 STREET,-73.846135,40.697941
26Q067,Q067,J.H.S. 067 Louis Pasteur,DOE,General Academic,Junior High-Intermediate-Middle,Open,51-60 MARATHON PARKWAY,-73.734832,40.762241
24Q068,Q068,P.S. 068 Cambridge,DOE,General Academic,Elementary,Open,59-09 SAINT FELIX AVENUE,-73.897372,40.696961
30Q069,Q069,P.S. 069 Jackson Heights,DOE,General Academic,Elementary,Open,77-02 37 AVENUE,-73.888457,40.748804
30Q070,Q070,P.S. 070,DOE,General Academic,Elementary,Open,30-45 42 STREET,-73.913964,40.761762
30Q070,Q070,P.S. 070,DOE,General Academic,Elementary,Open,30-45 42 STREET,-73.913964,40.761762
24Q071,Q071,P.S. 071 Forest,DOE,General Academic,Elementary,Open,62-85 FOREST AVENUE,-73.904798,40.711388
28Q072,Q072,Catherine & Count Basie Middle School 72,DOE,General Academic,Junior High-Intermediate-Middle,Open,133-25 GUY R BREWER BOULEVARD,-73.775643,40.675014
24Q073,Q073,I.S. 73 - The Frank Sansivieri Intermediate School,DOE,General Academic,Junior High-Intermediate-Middle,Open,70-02 54 AVENUE,-73.893318,40.728558
26Q074,Q074,J.H.S. 074 Nathaniel Hawthorne,DOE,General Academic,Junior High-Intermediate-Middle,Open,61-15 OCEANIA STREET,-73.766653,40.744743
75Q075,Q075,Robert E. Peary School,DOE,Special Education,K-8,Open,16-66 HANCOCK STREET,-73.904888,40.698699
30Q076,Q076,P.S. 076 William Hallet,DOE,General Academic,Elementary,Open,36-36 10 STREET,-73.94163,40.760862
24Q077,Q077,I.S. 077,DOE,General Academic,Junior High-Intermediate-Middle,Open,976 SENECA AVENUE,-73.902147,40.699101
30Q078,Q078,P.S./I.S. 78Q,DOE,General Academic,K-8,Open,48-09 CENTER BOULEVARD,-73.957177,40.744368
25Q079,Q079,P.S. 079 Francis Lewis,DOE,General Academic,Elementary,Open,147-27 15 DRIVE,-73.817338,40.786201
28Q080,Q080,PS 80  The Thurgood Marshall Magnet School of Mult,DOE,General Academic,Elementary,Open,171-05 137TH AVENUE,-73.769119,40.673483
24Q081,Q081,P.S. 81Q Jean Paul Richter,DOE,General Academic,Elementary,Open,559 CYPRESS AVENUE,-73.911885,40.703942
84Q342,Q342,Rochdale Early Advantage Charter School,Charter,General Academic,Elementary,Open,122-05 SMITH STREET,-73.778613,40.680016
28Q082,Q082,P.S. 082 Hammond,DOE,General Academic,Elementary,Open,88-02 144 STREET,-73.8122,40.703897
84Q083,Q083,Central Queens Academy Charter School,Charter,General Academic,Junior High-Intermediate-Middle,Open,55-30 JUNCTION BOULEVARD,-73.866454,40.737321
30Q084,Q084,P.S. 084 Steinway,DOE,General Academic,Elementary,Open,22-45 41 STREET,-73.906117,40.771154
30Q085,Q085,P.S. 085 Judge Charles Vallone,DOE,General Academic,Elementary,Open,23-70 31 STREET,-73.915039,40.773126
28Q086,Q086,P.S. Q086,DOE,General Academic,Elementary,Open,87-41 PARSONS BOULEVARD,-73.803001,40.709461
24Q087,Q087,P.S./I.S. 087 Middle Village,DOE,General Academic,K-8,Open,67-54 80 STREET,-73.871674,40.711559
24Q088,Q088,P.S. 088 Seneca,DOE,General Academic,Elementary,Open,60-85 CATALPA AVENUE,-73.896437,40.704105
24Q089,Q089,P.S. 089 Elmhurst,DOE,General Academic,Elementary,Open,85-28 BRITTON AVENUE,-73.879641,40.745963
27Q090,Q090,P.S. 090 Horace Mann,DOE,General Academic,Elementary,Open,86-50 109 STREET,-73.839517,40.696653
24Q091,Q091,P.S. 091 Richard Arkwright,DOE,General Academic,Elementary,Open,68-10 CENTRAL AVE,-73.883995,40.703503
30Q092,Q092,P.S. 092 Harry T. Stewart Sr.,DOE,General Academic,Elementary,Open,99-01 34 AVENUE,-73.868773,40.755983
24Q093,Q093,I.S. 093 Ridgewood,DOE,General Academic,Junior High-Intermediate-Middle,Open,66-56 FOREST AVENUE,-73.903057,40.705609
26Q094,Q094,P.S. 094 David D. Porter,DOE,General Academic,Elementary,Open,41-77 LITTLE NECK PARKWAY,-73.738703,40.771258
29Q095,Q095,P.S. 095 Eastwood,DOE,General Academic,Elementary,Open,179-01 90 AVENUE,-73.783283,40.711295
27Q096,Q096,P.S. 096,DOE,General Academic,Elementary,Open,130-01 ROCKAWAY BOULEVARD,-73.808128,40.675369
27Q097,Q097,P.S. 097 Forest Park,DOE,General Academic,Elementary,Open,85-52 85 STREET,-73.860031,40.694232
26Q098,Q098,P.S. 098 The Douglaston School,DOE,General Academic,Elementary,Open,40-20 235 STREET,-73.749998,40.768906
28Q099,Q099,P.S. 099 Kew Gardens,DOE,General Academic,Elementary,Open,82-37 KEW GARDENS ROAD,-73.827722,40.711502
27Q100,Q100,P.S. 100 Glen Morris,DOE,General Academic,Elementary,Open,111-11 118 STREET,-73.821545,40.679694
28Q101,Q101,P.S. 101 School in the Gardens,DOE,General Academic,Elementary,Open,2 RUSSELL PLACE,-73.8434,40.715543
24Q102,Q102,P.S. 102 Bayview,DOE,General Academic,K-8,Open,55-24 VAN HORN STREET,-73.878243,40.733033
27Q104,Q104,P.S. 104 The Bays Water,DOE,General Academic,Elementary,Open,26-01 MOTT AVENUE,-73.764621,40.608002
27Q105,Q105,P.S. 105 The Bay School,DOE,General Academic,K-8,Open,420 BEACH  51 STREET,-73.780961,40.595911
27Q106,Q106,Lighthouse Elementary School,DOE,General Academic,Elementary,Open,180 BEACH  35 STREET,-73.766846,40.594738
25Q107,Q107,P.S. 107 Thomas A Dooley,DOE,General Academic,Elementary,Open,167-02 45 AVENUE,-73.799476,40.755364
27Q108,Q108,P.S. 108 Captain Vincent G. Fowler,DOE,General Academic,Elementary,Open,108-10 109 AVENUE,-73.831025,40.679083
29Q109,Q109,Jean Nuzzi Intermediate School,DOE,General Academic,Junior High-Intermediate-Middle,Open,213-10 92 AVENUE,-73.746375,40.720074
24Q110,Q110,P.S. 110,DOE,General Academic,Elementary,Open,43-18 97TH PLACE,-73.866372,40.745995
30Q111,Q111,P.S. 111 Jacob Blackwell,DOE,General Academic,K-8,Open,37-15 13 STREET,-73.939181,40.758342
30Q112,Q112,P.S. 112 Dutch Kills,DOE,General Academic,Elementary,Open,25-05 37 AVENUE,-73.933562,40.757293
24Q113,Q113,P.S./I.S. 113 Anthony J. Pranzo,DOE,General Academic,K-8,Open,78-23 87TH STREET,-73.861493,40.705476
27Q114,Q114,P.S./M.S. 114 Belle Harbor,DOE,General Academic,K-8,Open,134-01 CRONSTON AVENUE,-73.854364,40.577552
26Q115,Q115,The James J. Ambrose School,DOE,General Academic,Elementary,Open,80-51 261 STREET,-73.709404,40.744201
29Q116,Q116,P.S./I.S. 116 William C. Hughley,DOE,General Academic,K-8,Open,107-25 WREN PLACE,-73.781839,40.70084
28Q117,Q117,P.S. 117 J. Keld / Briarwood School,DOE,General Academic,Elementary,Open,85-15 143 STREET,-73.812968,40.710428
29Q118,Q118,P.S. 118 Lorraine Hansberry,DOE,General Academic,Elementary,Open,190-20 109 ROAD,-73.765237,40.703182
24Q119,Q119,P.S./I.S. 119 The Glendale,DOE,General Academic,K-8,Open,74-01 78 AVENUE,-73.875073,40.705187
25Q120,Q120,P.S. 120 Queens,DOE,General Academic,Elementary,Open,58-01 136 STREET,-73.828674,40.745215
28Q121,Q121,P.S. 121 Queens,DOE,General Academic,Elementary,Open,126-10 109 AVENUE,-73.81533,40.683585
30Q122,Q122,P.S. 122 Mamie Fay,DOE,General Academic,K-8,Open,21-21 DITMARS BOULEVARD,-73.915785,40.780507
27Q123,Q123,P.S. 123,DOE,General Academic,Elementary,Open,145-01 119 AVENUE,-73.795571,40.678913
27Q124,Q124,P.S. 124 Osmond A Church,DOE,General Academic,K-8,Open,129-15 150 AVENUE,-73.811266,40.665669
24Q125,Q125,I.S. 125 Thom J. McCann Woodside,DOE,General Academic,Junior High-Intermediate-Middle,Open,46-02 47 AVENUE,-73.918762,40.740452
30Q126,Q126,Albert Shanker School for Visual and Performing Ar,DOE,General Academic,Junior High-Intermediate-Middle,Open,31-51 21 STREET,-73.92999,40.766008
30Q127,Q127,P.S. 127 Aerospace Science Magnet School,DOE,General Academic,K-8,Open,98-01 25 AVENUE,-73.870931,40.765507
24Q128,Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",DOE,General Academic,K-8,Open,69-10 65th Drive,-73.885974,40.715005
25Q129,Q129,P.S. 129 Patricia Larkin,DOE,General Academic,Elementary,Open,128-02 7 AVENUE,-73.839505,40.789926
25Q130,Q130,P.S. 130,DOE,General Academic,Elementary,Open,200-01 42 AVENUE,-73.784009,40.760219
29Q131,Q131,P.S. 131 Abigail Adams,DOE,General Academic,Elementary,Open,170-45 84 AVENUE,-73.794061,40.71715
29Q132,Q132,P.S. 132 Ralph Bunche,DOE,General Academic,Elementary,Open,132-15 218 STREET,-73.7493,40.681948
26Q133,Q133,P.S. 133 Queens,DOE,General Academic,Elementary,Open,248-05 86 AVENUE,-73.717819,40.732458
29Q134,Q134,P.S. 134 Hollis,DOE,General Academic,Elementary,Open,203-02 109 AVENUE,-73.754747,40.707535
29Q135,Q135,The Bellaire School,DOE,General Academic,Elementary,Open,207-11 89 AVENUE,-73.757591,40.720864
29Q136,Q136,P.S. 136 Roy Wilkins,DOE,General Academic,Elementary,Open,201-15 115 AVENUE,-73.752694,40.69894
27Q137,Q137,M.S. 137 America's School of Heroes,DOE,General Academic,Junior High-Intermediate-Middle,Open,109-15 98 STREET,-73.839377,40.678112
29Q138,Q138,P.S./M.S. 138 Sunrise,DOE,General Academic,K-8,Open,251-11 WELLER AVENUE,-73.734342,40.659876
28Q139,Q139,P.S. 139 Rego Park,DOE,General Academic,Elementary,Open,93-06 63 DRIVE,-73.862561,40.728012
30Q364,Q364,Academy Of Humanities And Applied Science At The W,DOE,General Academic,High school,"Initiated, never opened",48-10 31 AVENUE,-73.911165,40.757072
28Q140,Q140,P.S. 140 Edward K Ellington,DOE,General Academic,Elementary,Open,166-01 116 AVENUE,-73.781255,40.687486
30Q141,Q141,I.S. 141 The Steinway,DOE,General Academic,Junior High-Intermediate-Middle,Open,37-11 21 AVENUE,-73.904508,40.775766
24Q143,Q143,P.S. 143 Louis Armstrong,DOE,General Academic,Elementary,Open,34-74 113 STREET,-73.855715,40.755393
28Q144,Q144,P.S. 144 Col Jeromus Remsen,DOE,General Academic,Elementary,Open,93-02 69 AVENUE,-73.852398,40.71489
30Q145,Q145,I.S. 145 Joseph Pulitzer,DOE,General Academic,Junior High-Intermediate-Middle,Open,33-34 80 STREET,-73.887523,40.754389
27Q146,Q146,P.S. 146 Howard Beach,DOE,General Academic,K-8,Open,98-01 159 AVENUE,-73.834896,40.660531
29Q147,Q147,P.S./M.S. 147 Ronald McNair,DOE,General Academic,K-8,Open,218-01 116 AVENUE,-73.74014,40.698028
30Q148,Q148,P.S. 148 Queens,DOE,General Academic,Elementary,Open,89-02 32 AVENUE,-73.878638,40.757629
30Q149,Q149,P.S. 149 Christa McAuliffe,DOE,General Academic,Elementary,Open,93-11 34 AVENUE,-73.874505,40.755759
30Q150,Q150,P.S. 150 Queens,DOE,General Academic,Elementary,Open,40-01 43 AVENUE,-73.923375,40.745887
30Q151,Q151,P.S. 151 Mary D. Carter,DOE,General Academic,Elementary,Open,50-05 31 AVENUE,-73.908146,40.758027
30Q152,Q152,P.S. 152 Gwendoline N. Alleyne School,DOE,General Academic,Elementary,Open,33-52 62 STREET,-73.900584,40.753094
24Q153,Q153,P.S. 153 Maspeth Elem,DOE,General Academic,Elementary,Open,60-02 60 LANE,-73.904463,40.716296
25Q154,Q154,P.S. 154 Queens,DOE,General Academic,Elementary,Open,75-02 162 STREET,-73.80775,40.726473
27Q155,Q155,P.S. 155,DOE,General Academic,Elementary,Open,130-02 115 AVENUE,-73.810067,40.679105
29Q156,Q156,P.S. 156 Laurelton,DOE,General Academic,Elementary,Open,229-02 137 AVENUE,-73.743327,40.672259
28Q157,Q157,J.H.S. 157 Stephen A. Halsey,DOE,General Academic,Junior High-Intermediate-Middle,Open,63-55 102ND STREET,-73.852879,40.732348
26Q158,Q158,M.S. 158 Marie Curie,DOE,General Academic,Junior High-Intermediate-Middle,Open,46-35 OCEANIA STREET,-73.771878,40.756562
26Q159,Q159,P.S. 159,DOE,General Academic,Elementary,Open,205-01 33 AVENUE,-73.783973,40.770108
28Q160,Q160,P.S. 160 Walter Francis Bishop,DOE,General Academic,Elementary,Open,109-59 INWOOD STREET,-73.799685,40.688373
28Q161,Q161,P.S. 161 Arthur Ashe School,DOE,General Academic,Elementary,Open,101-33 124 STREET,-73.82108,40.690439
26Q162,Q162,P.S. 162 John Golden,DOE,General Academic,Elementary,Open,201-02 53 AVENUE,-73.776576,40.748405
25Q163,Q163,P.S. 163 Flushing Heights,DOE,General Academic,Elementary,Open,159-01 59 AVENUE,-73.808765,40.741107
25Q164,Q164,P.S. 164 Queens Valley,DOE,General Academic,K-8,Open,138-01 77 AVENUE,-73.823569,40.721514
25Q165,Q165,P.S. 165 Edith K. Bergtraum,DOE,General Academic,Elementary,Open,70-35 150 STREET,-73.816966,40.729746
30Q166,Q166,P.S. 166 Henry Gradstein,DOE,General Academic,Elementary,Open,33-09 35 AVENUE,-73.926249,40.757497
28Q167,Q167,Metropolitan Expeditionary Learning School,DOE,General Academic,Secondary School,Open,91-30 METROPOLITAN AVENUE,-73.855543,40.708431
25Q168,Q168,JHS 168 The Parsons,DOE,General Academic,Junior High-Intermediate-Middle,Closed,158-40 76 ROAD,-73.8102,40.7245
25Q169,Q169,P.S. 169 Bay Terrace,DOE,General Academic,Elementary,Open,18-25 212 STREET,-73.77843,40.782331
84Q170,Q170,Peninsula Preparatory Academy Charter School,Charter,General Academic,Elementary,Open,611 BEACH  19 STREET,-73.752565,40.600659
30Q171,Q171,P.S. 171 Peter G. Van Alst,DOE,General Academic,Elementary,Open,14-14 29 AVENUE,-73.929093,40.770926
26Q172,Q172,Irwin Altman Middle School 172,DOE,General Academic,Junior High-Intermediate-Middle,Open,81-14 257 STREET,-73.713245,40.741409
26Q173,Q173,P.S. 173 Fresh Meadows,DOE,General Academic,Elementary,Open,174-10 67 AVENUE,-73.795651,40.734097
28Q174,Q174,P.S. 174 William Sidney Mount,DOE,General Academic,Elementary,Open,65-10 DIETERLE CRESCENT,-73.861462,40.720583
28Q175,Q175,P.S. 175 The Lynn Gross Discovery School,DOE,General Academic,Elementary,Open,64-35 102 STREET,-73.85221,40.731016
29Q176,Q176,P.S. 176 Cambria Heights,DOE,General Academic,Elementary,Open,120-45 235 STREET,-73.729226,40.684987
75Q177,Q177,P.S. Q177,DOE,Special Education,K-12 all grades,Open,56-37 188 STREET,-73.787419,40.7434
26Q178,Q178,P.S./ IS 178 Holliswood,DOE,General Academic,K-8,Open,189-10 RADNOR ROAD,-73.777314,40.724061
27Q180,Q180,MS 180 Gerald R. Dever Ms,DOE,General Academic,Junior High-Intermediate-Middle,Closed,320 BEACH 104TH STREET,-73.8257,40.5841
29Q181,Q181,P.S. 181 Brookfield,DOE,General Academic,Elementary,Open,148-15 230 STREET,-73.752948,40.655674
28Q182,Q182,P.S. 182 Samantha Smith,DOE,General Academic,Elementary,Open,153-27 88TH AVENUE,-73.803183,40.70675
